text,selected_text,sentiment
can`t go to bed  An am sooooo tired!!!,tired!!!,negative
" no problem dude - get better soon, I have a cold as well  bleh!","no problem dude - get better soon, I have a cold as well  bleh!",neutral
Going home... with sore #eyes,Going home... with sore #eyes,neutral
I`m feeling so weak and tired from seating down in front of the pc. I really need to study for my HA long quiz.,I`m feeling so weak and tired,negative
"Had a great night, ashleigh makes a good dance teacher  And we kicked Bens butt at a pillow fight!","Had a great night, ashleigh makes a good dance teacher",positive
: Sad But True  :: I SHouldnt Right?,Sad But True,negative
no phone call yet.. 20 minutes until I pluck up the courage. I WISH MY PHONE WOULD RING,WISH,positive
" I`m trying my dang hardest to not watch the movie again until I finish the book, again.","I`m trying my dang hardest to not watch the movie again until I finish the book, again.",negative
" Oh, that`s bad. I made that mistake once before but still managed to pass though. So maybe it isn`t as bad as he thinks?",bad.,negative
Attending Matthew`s Senior Day for recognition and I`m so not ready for this.,Attending Matthew`s Senior Day for recognition and I`m so not ready for this.,neutral
Watchin `how to lose a man in 10 days` wiv mum  lol,Watchin `how to lose a man in 10 days` wiv mum  lol,neutral
"Today I`m sad, my cat of 10 years has just stopped eating, and is very sick.","Today I`m sad,",negative
" I know...I would too. Yes i cant wait for BB, i love it! I heard theyre not showing the 24 hr live streaming this year though",love,positive
"RE: So, finally finished catching up with your blog - no mention of any wedding details...  Do tell, at some point.  http://disq.us/11w","So, finally finished catching up with your blog - no mention of any wedding details...  Do tell, at some point.",neutral
_nation just launched twittix v1.10 - not convinced,not convinced,negative
 now theres a thought .... do you still get goldfish at the fair ?? not seen them for years,now theres a thought .... do you still get goldfish at the fair ?? not seen them for years,neutral
 pebbles thrown at windows should get *someones* attention,pebbles thrown at windows should get *someones* attention,neutral
headed to the hospital. i can`t take the pain anymore,headed to the hospital. i can`t take the pain anymore,negative
 i want pho... i`ve never had it before.,i want pho... i`ve never had it before.,neutral
I`m at mcdonalds eating chicken nuggets with my kid so embarrased I droped my soda  haha it fell out of my tray lol,so embarrased,negative
 http://twitpic.com/67gwh - bwahahahahahahaha nice!  I want a doggy,nice!,positive
Had the hottest and stressiest day at work  f the area manager. So happy to be going home!,Had the hottest and stressiest day at work  f the area manager. So happy to be going home!,neutral
he wasn`t there today   my free day from when the bell rang and wen it rang at the end was okayy..but after,he wasn`t there today   my free day from when the bell rang and wen it rang at the end was okayy..but after,neutral
_Stained http://twitpic.com/4jhe5 - I LOVE it!  that is just so awesome,LOVE,positive
 NOOOOO I hate traffic,NOOOOO I hate traffic,negative
Spent too much today!!! Tube journeys always take soo long. Braces on thursdayyy,soo long.,negative
Pinkberry,Pinkberry,neutral
 glad you could make it,glad you could make it,positive
Why am I still upppp????? LOL.  Work in less than 5 hours.,Why am I still upppp????? LOL.  Work in less than 5 hours.,neutral
Had a good day 2day!  off to bed. Nite tweeps.,good day 2day!,positive
 most of the time,most of the time,neutral
is back here in plurk.  http://plurk.com/p/rq5ru,is back here in plurk.  http://plurk.com/p/rq5ru,neutral
now i`m awake i can`t get back to sleep,i can`t get back to sleep,negative
"didnt enjoy having to say goodbye to alex, v emotional times  but the sun is making me happy !","didnt enjoy having to say goodbye to alex, v emotional times  but the sun is making me happy !",neutral
"My nose is runny, my head is pounding, and teeth hurt like a ****. MAN. @-) I feel awful.  =((",awful.,negative
I still can`t believe the Matt McCoy interview got 255 views!! Twitter truly is....AWESOME!,Twitter truly is....AWESOME!,positive
I`m medal drivin`  home in 3 hours!,I`m medal drivin`  home in 3 hours!,neutral
i need a jb but i dread the fact that it will have to be retail this summer,dread,negative
 I`ve been using the Sennheiser CX 300 earbuds for 8 months and I love them.  Don`t know if they`re available in MU though.,I love them.,positive
I have too much homework to do today,I have too much homework to do today,negative
  will have to wait on the recipe at Simply Recipes.  Sorries!,.  Sorrie,negative
" Yeah, `Age of Aquarius` IS a pretty scary song",scary,negative
It is kind of lonely when nobody will answer their phone.,It is kind of lonely when nobody will answer their phone.,negative
There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,positive
I am so sad... How come Pooch Hall from The Game has not accepted my friend request on Facebook Yet,I am so sad...,negative
started a great mother`s day season!,great,positive
 Ohh Emmm Geee. Souvlaki from Dimitris...I wanna go homeeee  LOL,Ohh Emmm Geee.,positive
Aaggh!! My blackberry curve took a gash in the screen the day AFTER we get invisible shields in stock. Well it`ll be a good advertisement,Aaggh!! My blackberry curve took a gash in the screen the day AFTER we get invisible shields in stock. Well it`ll be a good advertisement,neutral
Comment my new myspace pictures plz?,Comment my new myspace pictures plz?,neutral
shopping tomorrow? I think yes,shopping tomorrow? I think yes,neutral
 nope  we only have one really good cuban place... i`ll have to ask them...,e really good,positive
 i don`t have any of that,i don`t have any of that,neutral
oh no! I just crashed my ball pump,I just crashed,negative
": Omg! I never got your message so I didn`t notice until I was looking back a ways! Sorry, that was a good idea though...lol","Omg! I never got your message so I didn`t notice until I was looking back a ways! Sorry, that was a good idea though...lol",neutral
never expected to hear Beastie Boys in a Star Trek movie... was a super great flick though. *pew peww* -- (phasers),super great flick though.,positive
Making a birthday song to a special person!!,Making a birthday song to a special person!!,neutral
Wanna go out,Wanna go out,neutral
Misses her work peeps,Misses her work peeps,negative
 but lorraine kelly is a sexy mama!,lorraine kelly is a sexy mama!,positive
heading out to the park with the kids - hope it does not rain -looking cloudy?,hope,positive
6789998212 haha love soulja boys new song,love,positive
Seeing lots of my FB friends are friending or becoming fans of Zoozoo (Voda`s new face after the pug). Even iLike,Seeing lots of my FB friends are friending or becoming fans of Zoozoo (Voda`s new face after the pug). Even iLike,neutral
Just getting home from work...finally,Just getting home from work...finally,neutral
"Ive been up since 530,i hate wen i cant sleep. Garys takn a nap and i mite do the same",i hate wen i cant sleep.,neutral
" -  I wanna go see them in Edinburgh  won`t happen though haha , yir lucky! And have funnnn  ****",ve funnn,positive
_Blogs Congratulations lovely Japanese Children Happy Kodomo no hi,Congratulations lo,positive
Watching George Lopez. Went to my school and played some basketball. Today was pretty nice. And HOT!,pretty nice.,positive
Watching some movie and playin on my computer.,Watching some movie and playin on my computer.,neutral
 I`d just plain go crazy,I`d just plain go crazy,negative
"1 more goal, Gila!! But his last game is against milan. Dillematic 4 me",Dillematic 4,negative
what a fantastic saturday,fantastic,positive
So drunk!  Love u guys!,Love,positive
Noones talking to me anymore,Noones talking to me anymore,neutral
There`s like no one I ACTUALLY know on this shizz! Am dum diggin` it,Am dum diggin` it,negative
classic SNL digital short tonight! Be my mother lover  ha ha... too good!,too good!,positive
About to be stick at work till freakin 2 am.  Madd suck and I worked most the day!,suck,negative
 that would be most ideal. However...now I dont see myself leaving before 3  Gonna have to take a rain check,that would be most ideal. However...now I dont see myself leaving before 3  Gonna have to take a rain check,neutral
ish okay my loveee,ish okay my loveee,positive
tripping through tiredness is nottt nice,nottt nice,negative
I`d like to thank my normally only randomly working internet for actually staying up from the moment I saw the tweet until now.,I`d like to thank my normally only randomly working internet for actually staying up from the moment I saw the tweet until now.,positive
"oops just unfollowed everyone!  anywayz, will build my Twitter Empire.... again....","oops just unfollowed everyone!  anywayz, will build my Twitter Empire.... again....",negative
Now i feel really really bad...sorry,bad..,negative
 That`s true.  It still sucks though `cause I was all 'LOLOL I AM SO ORIGINAL--ohshit' so. But yeah. Thanks!,That`s true.  It still sucks though `cause I was all 'LOLOL I AM SO ORIGINAL--ohshit' so. But yeah. Thanks!,neutral
"David Mitchell`s presenting `Have I Got News For You` tonight <3 I love him! I think he`s ace <3 On another note, **** this headache","I love him! I think he`s ace <3 On another note, **** this headache",neutral
"I had a dream that I went to Evo fest, but I didn`t.","I had a dream that I went to Evo fest, but I didn`t.",neutral
It`s tough being a thick chik,tough,negative
 hahaha. I think you`re pretty far from me. Maybe next time though,hahaha. I think you`re pretty far from me.,neutral
Happy Mothers Day to all you mom out there,Happy Mo,positive
